Id,Title,Merchant,Categories,Description,Terms,Coupon Code,URL,Status,Start Date,End Date,Offer Added At,Image URL,Campaign ID,Campaign Name,price
80639,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready Just Rs.54999",Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Test-A6010-Dummy-Asin_42/dp/B07X4R4F4G/ref=sr_1_1?crid=R78HOEPC8RG9&dchild=1&keywords=mi10+5g&qid=1594012110&sprefix=MI10%2Caps%2C355&sr=8-1,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India,
80640,"Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage with Helio G90T Processor) Just Rs.16999",Amazon India,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/dp/B07X4PKGSN/ref=sr_1_1?crid=2WA4BHRC4IKMX&dchild=1&keywords=redmi+note+8+pro+6gb+ram+128gb+phones&qid=1594012208&sprefix=Redmi+Note+8+Pro%2Caps%2C1105&sr=8-1,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/817/original/Amazon.in__Online_Shopping_for_Books__Kindle_E_Readers__Kindle_accessories__E_Books_and_Movies___TV.png?1371175177,817,Amazon India,
80641,"Vivo Z1Pro (Sonic Black, 128 GB)  (6 GB RAM) Just Rs.17990",Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/vivo-z1pro-sonic-black-128-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT529KQHT8Z&lid=LSTMOBFHHT529KQHT8Z7WZJL1&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=SEARCH&iid=2e90a2ff-07fd-4337-9d8b-3b325a39da59.MOBFHHT529KQHT8Z.SEARCH&ppt=sp&ppn=sp&ssid=xe90hurns00000001594012379073&qH=b27845579445bb56,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart,
80642,"Redmi K20 (Carbon Black, 64 GB)  (6 GB RAM) Just Rs.21999",Flipkart,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.flipkart.com/redmi-k20-carbon-black-64-gb/p/itmfgfjtkpnd64gb?pid=MOBFG7UYRCCTB7BA&lid=LSTMOBFG7UYRCCTB7BAYTKRNO&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=SEARCH&iid=22c7e4f7-60ec-42f3-962b-872d132596b1.MOBFG7UYRCCTB7BA.SEARCH&ppt=sp&ppn=sp&ssid=8fzl8pz4680000001594012443125&qH=a61ba650a1e4eca7,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/1/original/Flipkart_logo.jpg?1433139772,1,Flipkart,
80643,Buy Women Formal Watches Starting from Rs.540,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com/watches/c-msh15/page-1?q=:price-asc:category:MSH15:inStockFlag:true:isLuxuryProduct:false:gender:Women:Occasion:formal,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq,
80644,Buy Men Sneakers starting from Rs.399,Tata Cliq,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.tatacliq.com/footwear-men-sneakers/c-msh1311115?q=:price-asc:category:MSH1311115,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/2588/original/tata.png?1495706199,2588,Tata Cliq,
80650,Get upto 50% off on Mens Watches,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/mens-sale/watches/,live,2020-07-06,2020-08-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil,
80651,Get upto 50% off Womens Watches,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/womens-sale/watches/,live,2020-07-06,2020-08-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil,
80653,Get 20% off Licious cashback on orders above INR799,Licious,Food & Grocery,,,MEAT20,https://linksredirect.com/?pub_id=41826&url=https://www.licious.in/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/3584/original/licious.png?1524813187,3584,Licious,
80654,Get 10% off upto INR600 on minimum purchase of INR3999,Myntra,Fashion,,,MYNTRA10,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra,
80655,Get 10% off on minimum purchase of INR399,Myntra,Fashion,,,WEL100,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra,
80656,Get INR100 off on purchase of INR1199,Myntra,Fashion,,,THNX100,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra,
80657,Get 40% + 10% off on minimum purchase of of 2 T-shirts,Myntra,Fashion,,,TEES10,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra,
80658,Get Flat150 off on order above INR1099,Myntra,Fashion,,,WELCOME150,https://linksredirect.com/?pub_id=41826&url=https://www.myntra.com/,live,2020-07-06,2020-07-31,06/07/2020,https://cdn0.cuelinks.com/campaigns/101/original/Myntra.png?1491896562,101,Myntra,
80692,"Get 43% OFF on Vitamin C Serum for Brighter, Smoother Skin",LA Organo,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://laorgano.in/products/vitamin-c-serum,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/4109/original/Orango.png?1594379395,4109,LA Organo,
80693,Get upto 60% OFF on Best Seller,LA Organo,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://laorgano.in/collections/best-sellers,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/4109/original/Orango.png?1594379395,4109,LA Organo,
80660,Get Flat 40% OFF + Extra 15% OFF on Adidas,Adidas,Fashion,,,ADI15,https://linksredirect.com/?pub_id=41826&url=https://shop.adidas.co.in/,live,2020-07-10,2020-07-20,10/07/2020,https://cdn0.cuelinks.com/campaigns/2191/original/Adidas_%282%29.png?1493896535,2191,Adidas,
80661,Get Flat 40% + Extra 15% OFF on Reebok,Reebok,Fashion,,,RBK15,https://linksredirect.com/?pub_id=41826&url=https://shop4reebok.com/,live,2020-07-10,2020-07-20,10/07/2020,https://cdn0.cuelinks.com/campaigns/2376/original/Reebok_Official_Shop___Reebok.png?1446173287,2376,Reebok,
80662,"Get Flat 75% OFF on Live Classes, Video Courses, Test Series & E-books",Adda247,Others,,,MAGIC,https://linksredirect.com/?pub_id=41826&url=https://www.adda247.com/,live,2020-07-10,2020-07-20,10/07/2020,https://cdn0.cuelinks.com/campaigns/3892/original/Adda247.png?1569242516,3892,Adda247,
80663,Get 15% OFF on All Orders,GoPrep Education,Others,,,GOOPT15,https://linksredirect.com/?pub_id=41826&url=https://goprep.co/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/4103/original/Goperp.png?1594186133,4103,GoPrep Education,
80664,Get Upto 60% OFF on Sizzing Summer Sale,FabAlley,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.faballey.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/1883/original/FabAlley.png?1489139154,1883,FabAlley,
80665,Get Upto 20% OFF on protective Face Masks,FabAlley,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.faballey.com/accessories/face-masks/cat,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/1883/original/FabAlley.png?1489139154,1883,FabAlley,
80668,Get 30% OFF on order of INR 4500 & above at AJIOGOLD LUXURY BRAND OFFER,Ajio,Fashion,,,AJIOSPL,https://linksredirect.com/?pub_id=41826&url=https://www.ajio.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2589/original/Ajio.png?1516080211,2589,Ajio,
80669,Get Upto 30% OFF on Him & Her Mid Year Sale,Fossil,Fashion,,,,https://linksredirect.com/?pub_id=41826&url=https://www.fossil.com/en-in/sale/womens-sale/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/3880/original/Fossil.png?1567762651,3880,Fossil,
80675,Get Flat 45% off on all properties,Oyo Rooms,Others,,,OYOCONW1,https://linksredirect.com/?pub_id=41826&url=https://www.oyorooms.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2153/original/Oyo-Rooms.png?1491301758,2153,Oyo Rooms,
80676,Get Flat 40% off on selected properties,Oyo Rooms,Others,,,CO55OYO1,https://linksredirect.com/?pub_id=41826&url=https://www.oyorooms.com/,live,2020-07-10,2020-07-31,10/07/2020,https://cdn0.cuelinks.com/campaigns/2153/original/Oyo-Rooms.png?1491301758,2153,Oyo Rooms,
80686,Get 15% OFF on your first Order,Mama Earth,Health & Beauty,,,NEW15,https://linksredirect.com/?pub_id=41826&url=https://mamaearth.in/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3787/original/Mamaearth.png?1555390334,3787,Mama Earth,
80689,Get 50% OFF + additional Rs.200 off,Furo Sports,Fashion,,,FITNESS200,https://linksredirect.com/?pub_id=41826&url=https://www.furosports.com/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3700/original/Furosports.png?1539340622,3700,Furo Sports,
80690,Get 53% OFF on Red Onion Hair Oil + Red Onion Shampoo Combo,LA Organo,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://laorgano.in/products/red-onion-hair-oil-red-onion-shampoo-combo,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/4109/original/Orango.png?1594379395,4109,LA Organo,
80691,Get 40% OFF on Arabica Coffee Peel Off Mask with Tea Tree & Aloe Vera Extracts,LA Organo,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://laorgano.in/products/arabica-coffee-peel-off-mask,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/4109/original/Orango.png?1594379395,4109,LA Organo,
80694,Get FLAT 20% OFF on your FIRST order,Licious,Food & Grocery,,,NEW20,https://linksredirect.com/?pub_id=41826&url=https://www.licious.in/,live,2020-07-13,2020-07-31,13/07/2020,https://cdn0.cuelinks.com/campaigns/3584/original/licious.png?1524813187,3584,Licious,
80695,Get Flat 25% OFF on Hot Favourites,Licious,Food & Grocery,,,,https://linksredirect.com/?pub_id=41826&url=https://www.licious.in/flash-sale,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/3584/original/licious.png?1524813187,3584,Licious,
80696,Get 50% OFF on Any 2 at Seriously Sweet Sale,The Body Shop,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.thebodyshop.in/50-on-2.html,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/2143/original/The-Body-Shop.png?1488877103,2143,The Body Shop,
80697,Get 25% OFF on Almond Milk & Honey for purchase of INR 2999,The Body Shop,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.thebodyshop.in/range/almond-milk-honey.html,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/2143/original/The-Body-Shop.png?1488877103,2143,The Body Shop,
80698,Get 25% OFF on Hair Range for purchase of INR 2999,The Body Shop,Health & Beauty,,,,https://linksredirect.com/?pub_id=41826&url=https://www.thebodyshop.in/banana-hair-range.html,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/2143/original/The-Body-Shop.png?1488877103,2143,The Body Shop,
80699,"Get Easy on Pocket, Laptops Starting INR 23490",Croma Retail,Electronics,,,,https://linksredirect.com/?pub_id=41826&url=https://www.croma.com/campaign/bts-entry-main-stream-laptops/c/31015?sort=price-asc&q=%3Arelevance%3AskuStockFlag%3Atrue&cm_sp=Banner_HP+Rotating_bts+entry+main+stream+laptops,live,2020-07-13,2020-07-20,13/07/2020,https://cdn0.cuelinks.com/campaigns/201/original/Croma_Retail.png?1493190022,201,Croma Retail,
